ID,Product ID,Price,Discount,Stock,Is Active,Is Stock,Weight,Unit,All Types,Is Deal
2726,116,203,0,0,FALSE,TRUE,,,,FALSE
1026,263,518,0,0,FALSE,TRUE,,,,FALSE
3230,128,945,0,0,FALSE,TRUE,,,,FALSE
206,62,539,0,0,FALSE,FALSE,,,,FALSE
2829,416,225,10,0,TRUE,FALSE,,,,FALSE
1256,24,510,0,0,FALSE,TRUE,,,,FALSE
1214,294,645,0,0,FALSE,FALSE,,,,FALSE
773,166,113,0,0,FALSE,TRUE,,,,FALSE
2125,241,3945,0,19,FALSE,FALSE,,,,FALSE
2261,839,440,15,19,TRUE,TRUE,,,,FALSE
1581,86,405,0,0,FALSE,TRUE,,,,FALSE
1159,12,165,0,0,TRUE,FALSE,,,,FALSE
2738,105,161,0,0,FALSE,TRUE,,,,FALSE
2299,359,5618,0,0,TRUE,FALSE,,,,FALSE
1111,279,225,0,0,FALSE,FALSE,,,,FALSE
1745,329,150,0,0,FALSE,TRUE,,,,FALSE
988,389,195,0,0,FALSE,TRUE,,,,FALSE
789,170,570,0,0,TRUE,FALSE,,,,FALSE
1190,296,117,0,0,TRUE,TRUE,,,,FALSE
2780,778,5775,0,0,FALSE,FALSE,,,,FALSE
2877,425,69,0,0,TRUE,TRUE,,,,FALSE
3221,786,443,0,0,FALSE,FALSE,,,,FALSE
801,175,90,0,0,FALSE,TRUE,,,,FALSE
776,168,2175,0,0,TRUE,TRUE,,,,FALSE
1744,329,180,0,0,FALSE,TRUE,,,,FALSE
1202,288,173,0,0,FALSE,TRUE,,,,FALSE
1568,276,1478,15,0,FALSE,TRUE,,,,FALSE
2858,774,1440,0,0,TRUE,TRUE,,,,FALSE
2782,413,1101,0,0,FALSE,FALSE,,,,FALSE
2959,429,1883,0,0,FALSE,FALSE,,,,FALSE
1096,275,533,0,0,TRUE,FALSE,,,,FALSE
1222,7,225,0,0,TRUE,FALSE,,,,FALSE
1223,7,225,0,0,TRUE,FALSE,,,,FALSE
2820,412,173,3,0,FALSE,FALSE,,,,FALSE
2621,231,66,0,0,FALSE,TRUE,,,,FALSE
1665,316,1035,0,0,FALSE,FALSE,,,,FALSE
2638,827,249,0,152,TRUE,TRUE,,,,FALSE
856,191,162,0,0,FALSE,TRUE,,,,FALSE
770,166,113,0,0,TRUE,TRUE,,,,FALSE
3347,450,1643,0,0,FALSE,FALSE,,,,FALSE
2073,143,255,0,0,FALSE,TRUE,,,,FALSE
956,253,225,0,0,FALSE,TRUE,,,,FALSE
544,117,159,0,0,FALSE,TRUE,,,,FALSE
2352,874,600,0,2,TRUE,TRUE,,,,FALSE
2969,208,210,0,0,FALSE,TRUE,,,,FALSE
