order_id,cancellation_reason_id,cancellation_reason
169240,57," No Service Area Other"
169240,49,"Driver got late"
169239,55,"SKU's NA"
169235,63," Shop Close Other"
169232,57," Customer asking about his order  Other"
169229,63," Shop Close Other"
169225,57," order cancel road block Other"
169225,57," order cancel road block Other"
169224,61,"Customer Claims That He Hasn't Placed The Order"
169224,49,"Driver got late"
169221,57," order cancel Road block Other"
169219,55,"SKU's NA"
169216,63," Shop Close Other"
169208,57," order cancel road block Other"
169207,57," no service area Other"
169192,63," Shop close Other"
169185,55,"SKU's NA"
169183,57," Order Cancel Road Block Other"
169169,57," Customer asking about his order  Other"
169169,57," Customer asking about his order  Other"
169166,63," Cash Issue Other"
169164,49,"Driver got late"
169164,63," Shop close Other"
169160,55,"SKU's NA"
169158,63," cash issue Other"
169149,57," No Service Area Other"
169141,55,"SKU's NA"
169139,63," cash issue Other"
169136,57," order cancel road block Other"
169128,57," Order Cancel Road block Other"
169119,63," Shop Close Other"
169117,55,"SKU's NA"
169115,57," Customer asking about his order  Other"
169109,57," no service area Other"
169108,57," Customer asking about his order  Other"
169099,57," Customer asking about his order  Other"
169097,57," Customer asking about his order  Other"
169090,63," order cancel road block Other"
169087,63," shop close Other"
169085,57," Customer asking about his order  Other"
169076,59,"Shop Closed And Customer Not Responding"
169076,52," Network Issue Other"
169074,63," cash issue Other"
169072,52," Snatching Other"
169072,57," Late Delivery  order cancel Other"
169064,55,"SKU's NA"
169062,53,"Late Delivery"
169060,57," order cancel shop close not attend call Other"
169055,55,"SKU's NA"
169052,55,"SKU's NA"
169050,57," late delivery Other"
169048,55,"SKU's NA"
169046,57," order cancel road block issue Other"
169044,57," no service area Other"
169035,57," no service area Other"
169034,53,"Late Delivery"
169033,55,"SKU's NA"
169032,55,"SKU's NA"
169029,55,"SKU's NA"
169026,55,"SKU's NA"
169024,55,"SKU's NA"
169018,55,"SKU's NA"
169017,52," incomplete order Other"
169017,57," incomplete order Other"
169013,55,"SKU's NA"
169010,57," order cancel location issue Other"
169009,52," Network Issue Other"
169009,52," Network Issue Other"
169009,59,"Shop Closed And Customer Not Responding"
169006,57," No go area Other"
168996,55,"SKU's NA"
168995,63," Cash Issue Other"
168993,52," Network Issue Other"
168993,57," late delivery Other"
168991,53,"Late Delivery"
168989,63," shop close Other"
168988,55,"SKU's NA"
168980,55,"SKU's NA"
168978,57," Road Ban rha ha rasta nhi ha Other"
168972,63," Cash Issue Other"
168964,53,"Late Delivery"
168960,55,"SKU's NA"
168953,55,"SKU's NA"
168952,57," order cancel location issue call not attend Other"
168948,55,"SKU's NA"
168945,57," No go area Other"
168942,63," Cash Issue Other"
168940,55,"SKU's NA"
168934,63," Order Cancel payment issue Other"
168930,55,"SKU's NA"
168928,55,"SKU's NA"
168926,60,"Customer Has Already Purchased It From Somewhere Else"
168924,57," order cancel shop close not attend call Other"
168922,55,"SKU's NA"
168921,52," Network Issue Other"
168921,57," No service Area Other"
168921,49,"Driver got late"
168921,49,"Driver got late"
168918,57," incomplete order Other"
168914,52," Network Issue Other"
168914,52," Network Issue Other"
168914,57," late delivery Other"
168912,57," incomplete order Other"
168907,55,"SKU's NA"
168903,55,"SKU's NA"
168900,57," no service area Other"
168892,52," Network Issue Other"
168892,57," No Go Area Other"
168892,52," Network Issue Other"
168887,57," No go area Other"
168884,53,"Late Delivery"
168881,52," Network Issue Other"
168881,52," Network Issue Other"
168881,57," late delivery Other"
168878,63," Cash Issue Other"
168874,52," Network Issue Other"
168874,57," Late Delivery Other"
168874,52," Network Issue Other"
168873,63," Incomplete order Other"
168872,63," Cash Issue Other"
168871,55,"SKU's NA"
168870,57," No Service Area Other"
168867,57," No Service Area Other"
168862,55,"SKU's NA"
168857,57," no service area Other"
168852,63," Cash Issue Other"
168848,57," No Go Area Other"
168845,55,"SKU's NA"
168837,55,"SKU's NA"
168822,63," Network issue Other"
168818,63," Cash Issue Other"
168818,49,"Driver got late"
168818,63," Cash Issue Other"
168818,63," Cash Issue Other"
168814,55,"SKU's NA"
168812,57," Road Ban rha ha rasta nhi ha Other"
168807,57," Road Ban rha ha rasta nhi ha Other"
168803,63," Shop close Other"
168802,55,"SKU's NA"
168799,55,"SKU's NA"
168799,49,"Driver got late"
168793,57," No Go Area Other"
168787,55,"SKU's NA"
168785,49,"Driver got late"
168785,55,"SKU's NA"
168783,55,"SKU's NA"
168782,57," wrong location Other"
168779,63," Customer does not have cash Other"
168771,53,"Late Delivery"
168768,57," Late Delivery  order cancel Other"
168764,57," late delivery Other"
168764,52," Snatching Other"
168763,57," No Go Area Other"
168761,57," no service area Other"
168758,63," Cash Issue Other"
168758,49,"Driver got late"
168756,49,"Driver got late"
168756,63," Cash Issue Other"
168755,55,"SKU's NA"
168751,55,"SKU's NA"
168738,55,"SKU's NA"
168732,63," shop closed Other"
168732,63," shop closed Other"
168731,63," order cancel payment issue Other"
168729,63," order cancel payment issue Other"
168727,63," Shop Close Other"
168717,57," no service area Other"
168712,53,"Late Delivery"
168710,53,"Late Delivery"
168701,57," order cancel shop close no ans Other"
168695,57," order cancel shop close Other"
168693,57," No go area Other"
168691,55,"SKU's NA"
168689,57," no go area Other"
168688,52," Network Issue Other"
168688,63," Shop Close Other"
168682,55,"SKU's NA"
168681,55,"SKU's NA"
168678,63," Shop Close Other"
168676,57," order cancel Road Block issue Other"
168675,57," Tech Issue Other"
168675,63," it placed twice Other"
168670,57," no go area Other"
168660,57," Incomplete Order Other"
168649,63," order cancel payment issue Other"
168647,63," order cancel payment issue Other"
168645,55,"SKU's NA"
168636,57," No go area Other"
168633,57," no go area Other"
168632,55,"SKU's NA"
168629,63," Shop CLose Other"
168628,61,"Customer Claims That He Hasn't Placed The Order"
168625,58,"Customer Does Not Have Cash"
168623,63," Shop CLose Other"
168608,53,"Late Delivery"
168603,63," Shop Close Other"
168603,63," Shop Close Other"
168602,57," Network Issue Other"
168576,55,"SKU's NA"
168570,53,"Late Delivery"
168569,63," order cancel payment issue Other"
168566,55,"SKU's NA"
168542,55,"SKU's NA"
168539,57," road block issue Other"
168527,55,"SKU's NA"
168526,63," Shop Close Other"
168524,63," Shop Close Other"
168523,57," no service area Other"
168521,55,"SKU's NA"
168505,57," no service area Other"
168505,57," no service area Other"
168505,57," no service area Other"
168505,57," no service area Other"
168505,57," no service area Other"
168505,57," no service area Other"
168505,57," no service area Other"
168497,55,"SKU's NA"
168492,57," Incomplete Order Other"
168486,57," no service area  Other"
168477,55,"SKU's NA"
168475,63," Shop Close Other"
168473,63," cash issue Other"
168464,49,"Driver got late"
168464,52," Snatching Other"
168464,52," Snatching Other"
168464,63," Shop Close Other"
168462,57," No Service Area Other"
168446,63," Order cancel shop close road block issue Other"
168439,57," order cancel location issue Other"
168436,55,"SKU's NA"
168434,55,"SKU's NA"
168433,63," Shop Close Other"
168432,63," Cash Issue Other"
168415,55,"SKU's NA"
168412,57," Order cancel shop close not attend call Other"
168404,57," Road Ban rha ha rasta nhi ha Other"
168401,49,"Driver got late"
168401,59,"Shop Closed And Customer Not Responding"
168401,52," Location issue Other"
168395,55,"SKU's NA"
168391,55,"SKU's NA"
168383,63," Shop Close Other"
168380,57," No Service Area Other"
168379,60,"Customer Has Already Purchased It From Somewhere Else"
168379,52," Network Issue Other"
168378,57," No go area Other"
168360,63," Customer does not have cash Other"
168359,55,"SKU's NA"
168351,57," No Go Area Other"
168344,55,"SKU's NA"
168343,57," order cancel location issue Other"
168337,55,"SKU's NA"
168334,63," Shop Close Other"
168333,55,"SKU's NA"
168331,55,"SKU's NA"
168330,55,"SKU's NA"
168325,57," No Go Area Other"
168324,57," late delivery  Other"
168318,57," Incomplete Order Other"
168298,57," late delivery  Other"
168284,55,"SKU's NA"
168280,55,"SKU's NA"
168278,52," Network Issue Other"
168278,52," Network Issue Other"
168278,52," Network Issue Other"
168278,52," Network Issue Other"
168278,63," Shop Close Other"
168275,63," Cash Issue Other"
168272,57," Network Issue Other"
168265,57," order cancel road block issue Other"
168264,57," No Service Area Other"
168262,63," Shop closed and customer not responding Other"
168258,55,"SKU's NA"
168256,63," Shop closed and customer not responding Other"
168255,57," No go area Other"
168254,55,"SKU's NA"
168240,63," Shop Close Other"
168234,55,"SKU's NA"
168233,63," Shop Close Other"
168212,63," Shop Close Other"
168211,57," delivery issues Other"
168200,63," Cash issue Other"
168199,53,"Late Delivery"
168198,55,"SKU's NA"
168192,57," no service area Other"
168184,52," Network Issue Other"
168184,59,"Shop Closed And Customer Not Responding"
168180,61,"Customer Claims That He Hasn't Placed The Order"
168176,63," Shop close Other"
168172,57," late deloivery Other"
168170,55,"SKU's NA"
168169,57," No Go Area Other"
168169,52," Network Issue Other"
168163,59,"Shop Closed And Customer Not Responding"
168163,59,"Shop Closed And Customer Not Responding"
168162,63," Shop Close Other"
168158,57," No Go Area Other"
168151,55,"SKU's NA"
168149,49,"Driver got late"
168149,63," Shop Close Other"
168149,63," Shop Close Other"
168148,53,"Late Delivery"
168128,55,"SKU's NA"
168126,55,"SKU's NA"
168121,55,"SKU's NA"
168119,53,"Late Delivery"
168117,57," late delivery Other"
168116,57," late delivery Other"
168111,63," Shop Close Other"
168104,63," Cash Issue Other"
168104,49,"Driver got late"
168099,53,"Late Delivery"
168096,63," Shop Close Other"
168093,55,"SKU's NA"
168093,55,"SKU's NA"
168090,55,"SKU's NA"
168090,55,"SKU's NA"
168085,55,"SKU's NA"
168085,55,"SKU's NA"
168084,60,"Customer Has Already Purchased It From Somewhere Else"
168079,61,"Customer Claims That He Hasn't Placed The Order"
168075,63," Shop Close Other"
168059,57," no service area Other"
168059,57," no service area Other"
168047,57," test order  Other"
168041,63," Shop close Other"
168036,55,"SKU's NA"
168035,55,"SKU's NA"
168022,63," Shop Close Other"
168021,55,"SKU's NA"
168010,63," Shop Close Other"
168001,63," Cash Issue Other"
167984,55,"SKU's NA"
167984,55,"SKU's NA"
167982,57," Order cancel shop close not attend call Other"
167979,57," late delivery Other"
167978,55,"SKU's NA"
167978,49,"Driver got late"
167974,55,"SKU's NA"
167972,63," wrongly punched by customer Other"
167967,55,"SKU's NA"
167960,55,"SKU's NA"
167959,55,"SKU's NA"
167956,55,"SKU's NA"
167944,55,"SKU's NA"
167944,55,"SKU's NA"
167936,52," Network Issue Other"
167936,63," cash issue Other"
167919,63," Cash Issue Other"
167911,63," order cancel payment issue Other"
167909,55,"SKU's NA"
167909,55,"SKU's NA"
167891,63," order cancel payment issue Other"
167890,55,"SKU's NA"
167889,55,"SKU's NA"
167884,55,"SKU's NA"
167861,55,"SKU's NA"
167860,55,"SKU's NA"
167859,63," Shop close Other"
167858,55,"SKU's NA"
167845,57," Late Delivery  Other"
167845,52," Network Issue Other"
167845,52," Network Issue Other"
167845,52," Network Issue Other"
167843,55,"SKU's NA"
167840,63," Shop close Other"
167840,52," Network Issue Other"
167833,55,"SKU's NA"
167833,55,"SKU's NA"
167830,55,"SKU's NA"
167830,55,"SKU's NA"
167830,49,"Driver got late"
167827,55,"SKU's NA"
167824,55,"SKU's NA"
167815,55,"SKU's NA"
167798,55,"SKU's NA"
167788,57," No go area Other"
167779,55,"SKU's NA"
167779,55,"SKU's NA"
167777,57," late Delivery Other"
167776,57," Road Ban rha ha rasta nhi ha Other"
167771,63," Shop Close Other"
167768,55,"SKU's NA"
167758,63," Cash Issue Other"
167756,55,"SKU's NA"
167756,49,"Driver got late"
167756,55,"SKU's NA"
167749,57," Shop Close Other"
167747,52," Network Issue Other"
167747,63," Shop close Other"
167745,63," order cancel payment issue Other"
167744,57," incomplete order Other"
167741,55,"SKU's NA"
167740,63," Shop Close Other"
167738,55,"SKU's NA"
167733,57," late delivery Other"
167727,63," No Go Area Other"
167727,63," No Go Area Other"
167725,57," late delivery Other"
167723,63," Payment issue Other"
167719,63," shop close Other"
167715,57," order cancel shop close not attend call Other"
167713,57," no service area Other"
167713,52," Snatching Other"
167713,52," Snatching Other"
167711,63," No Go Area Other"
167711,63," No Go Area Other"
167710,57," order cancel shop close not attend call Other"
167706,63," shop closed Other"
167695,63," Shop Close Other"
167693,63," Shop Close Other"
167692,52," Snatching Other"
167692,57," no service area Other"
167692,49,"Driver got late"
167691,55,"SKU's NA"
167689,55,"SKU's NA"
167679,55,"SKU's NA"
167672,52," Network Issue Other"
167672,57," No Go Area Other"
167668,63," Cash Issue Other"
167668,49,"Driver got late"
167659,55,"SKU's NA"
167658,57," no service area Other"
167655,57," No Go Area Other"
167654,57," incomplete order Other"
167653,60,"Customer Has Already Purchased It From Somewhere Else"
167650,57," No Service Area Other"
167645,57," Road Block Issue Other"
167643,63," Cash Issue Other"
167640,55,"SKU's NA"
167638,57," no service area Other"
167633,57," Order Cancel Road Block Other"
167626,63," Cash Issue Other"
167625,57," No Service Area Other"
167617,57," quality issue Other"
167609,55,"SKU's NA"
167602,57," no service area Other"
167597,57," Late Delivery  order cancel Other"
167597,49,"Driver got late"
167594,63," Shop Close Other"
167588,52," Network Issue Other"
167588,52," Network Issue Other"
167588,49,"Driver got late"
167584,55,"SKU's NA"
167582,55,"SKU's NA"
167575,57," Road Block Issue Other"
167572,55,"SKU's NA"
167568,57," No Service Area Other"
167557,63," Shop Close Other"
167544,57," Road Block Other"
167528,57," No Service Area Other"
167527,57," no service area Other"
167526,57," Road Block Other"
167525,57," Road Block Other"
167520,55,"SKU's NA"
167517,57," no service area Other"
167513,57," Due to Area Blockage Other"
167500,55,"SKU's NA"
167494,63," Shop Close Other"
167494,49,"Driver got late"
167493,59,"Shop Closed And Customer Not Responding"
167492,55,"SKU's NA"
167488,57," incomplete order Other"
167486,57," Wrong Location Other"
167485,55,"SKU's NA"
167484,57," Order Cancel Road Block Other"
167482,57," Road Block Issue Other"
167481,57," Road Block Issue Other"
167476,55,"SKU's NA"
167472,57," incomplete order Other"
167466,57," Order Cancel Road Block Other"
167442,63," order cancel payment isssue Other"
167440,63," Cash Issue Other"
167438,57," Road Block Other"
167433,57," Road Block Other"
167422,57," Order Cancel Road Block Other"
167420,55,"SKU's NA"
167419,57," Road Block Other"
167417,59,"Shop Closed And Customer Not Responding"
167415,57," incomplete order Other"
167409,55,"SKU's NA"
167408,57," Road Block Issue Other"
167406,57," late delivery Other"
167401,57," Order Cancel Road Block Other"
167399,55,"SKU's NA"
167396,49,"Driver got late"
167396,57," no service area Other"
167394,57," Order Cancel Road Block Other"
167385,57," Road Block Issue Other"
167379,63," Shop Close Other"
167376,57," Order Cancel Road Block Other"
167375,55,"SKU's NA"
167375,55,"SKU's NA"
167374,57," Gali band  thi Other"
167373,55,"SKU's NA"
167370,57," Road Block Issue Other"
167368,63," cash issue Other"
167364,55,"SKU's NA"
167363,57," Road Block Issue Other"
167359,57," Road Block Issue Other"
167353,57," Order Cancel Road Block Other"
167345,57," incomplete order Other"
167341,53,"Late Delivery"
167336,63," order cancel location isseu Other"
167334,57," incomplete order Other"
167333,57," Road Block Issue Other"
167332,55,"SKU's NA"
167325,63," help line py cancel kr wa diya tha Other"
167324,57," Road Block Other"
167320,55,"SKU's NA"
167320,49,"Driver got late"
167318,63," shop close Other"
167317,57," Road Block Other"
167315,57," no service area Other"
167309,57," late delivery Other"
167309,49,"Driver got late"
167306,57," Road Block Other"
167303,57," Road Block Other"
167300,57," Order Cancel Road Block Other"
167298,57," Due to Area Blockage Other"
167293,57," incomplete order Other"
167291,55,"SKU's NA"
167290,55,"SKU's NA"
167286,63," going out of city Other"
167283,53,"Late Delivery"
167281,57," no service area Other"
167280,53,"Late Delivery"
167279,63," order cancel payment issue Other"
167278,53,"Late Delivery"
167275,57," incomplete order Other"
167273,63," Shop Close Other"
167273,63," Shop Close Other"
167272,57," No Service Area Other"
167269,53,"Late Delivery"
167264,57," Road Block Issue Other"
167263,57," Road Block Other"
167262,57," Order Cancel Road Block Other"
167261,57," Road Block Issue Other"
167254,57," no service area Other"
167237,57," Order Cancel Road Block Other"
167234,57," Road Block Other"
167229,57," Order Cancel Road Block Other"
167221,63," help line py cancel kr wa diya tha Other"
167220,57," Order Cancel Road Block Other"
167219,57," Road Block Other"
167215,57," no service area Other"
167211,57," late delivery Other"
167210,49,"Driver got late"
167210,55,"SKU's NA"
167206,57," late delivery Other"
167205,57," Order Cancel Road Block Other"
167203,57," incomplete order Other"
167201,57," Order Cancel Road Block Other"
167193,63," help line py cancel kr wa diya tha Other"
167191,55,"SKU's NA"
167188,57," Road Block Other"
167187,57," delivery issues Other"
167187,57," no service area Other"
167178,53,"Late Delivery"
167165,57," No service area Other"
167163,57," No Service Area Other"
167160,57," no service area Other"
167158,57," Road Block Other"
167150,57," no service area Other"
167147,57," no service area Other"
167147,49,"Driver got late"
167146,57," Road Block Other"
167140,57," incomplete order Other"
167139,59,"Shop Closed And Customer Not Responding"
167133,57," Road Block Other"
167132,55,"SKU's NA"
167130,57," no service area Other"
167128,55,"SKU's NA"
167127,63," order cancel shop close Other"
167122,57," incomplete order Other"
167118,57," No Service Area Other"
167109,63," cash issue Other"
167105,57," No Service Area Other"
167103,55,"SKU's NA"
167101,57," Road Block Issue Other"
167100,55,"SKU's NA"
167099,57," Road Block Issue Other"
167096,55,"SKU's NA"
167091,59,"Shop Closed And Customer Not Responding"
167091,49,"Driver got late"
167090,57," Road Block Issue Other"
167087,55,"SKU's NA"
167087,55,"SKU's NA"
167082,57," Road Block Other"
167077,55,"SKU's NA"
167068,55,"SKU's NA"
167066,63," shop close Other"
167065,57," Due to Area Blockage Other"
167063,63," shop close Other"
167060,63," Shop closed and customer not responding Other"
167055,57," No Service Area Other"
167054,57," Road Block Other"
167051,63," shop close Other"
167035,57," Road Block Other"
167033,63," cash issue Other"
167030,57," Road Block Issue Other"
167027,57," Road Block Issue Other"
167025,57," no service area Other"
167024,57," Road Block Other"
167023,57," Due to Area Blockage Other"
167011,57," Road Block Issue Other"
167007,55,"SKU's NA"
167007,55,"SKU's NA"
167007,55,"SKU's NA"
167007,55,"SKU's NA"
167004,55,"SKU's NA"
167001,57," No Service Area Other"
166996,55,"SKU's NA"
166992,57," Road Block Other"
166989,55,"SKU's NA"
166988,63," Order Cancel Road Block Other"
166985,57," no service  Other"
166980,55,"SKU's NA"
166979,57," Order Cancel Road Block Other"
166976,55,"SKU's NA"
166971,55,"SKU's NA"
166970,52," Retailers location is incorrect Other"
166970,63," Shop Close Other"
166970,52," Retailers location is incorrect Other"
166942,57," No Service Area Other"
166935,57," incomplete order Other"
166933,57," No Service Area Other"
166932,55,"SKU's NA"
166921,57," Road Block Issue Other"
166920,63," Shop closed and customer not responding Other"
166919,57," Road Block Issue Other"
166911,63," Shop Close Other"
166907,57," incomplete order Other"
166904,57," incomplete order Other"
166901,57," Order Cancel Road Block Other"
166899,57," No Service Area Other"
166897,55,"SKU's NA"
166894,57," Road Block Issue Other"
166893,55,"SKU's NA"
166890,55,"SKU's NA"
166889,52," Wrong location Other"
166889,49,"Driver got late"
166880,63," Ahmed booker ko  ml bola tha Other"
166874,63," Shop Close Other"
166867,55,"SKU's NA"
166863,55,"SKU's NA"
166861,55,"SKU's NA"
166855,57," late delivery Other"
166855,49,"Driver got late"
166854,57," No Service Area Other"
166852,53,"Late Delivery"
166848,57," Order Cancel Road Block Other"
166844,55,"SKU's NA"
166844,55,"SKU's NA"
166840,49,"Driver got late"
166840,57," late delivery Other"
166838,59,"Shop Closed And Customer Not Responding"
166838,49,"Driver got late"
166837,57," Order Cancel Road Block Other"
166836,57," no service area Other"
166832,63," shop close Other"
166831,63," Order Cancel Road Block Other"
166824,55,"SKU's NA"
166823,63," Customer does not have cash Other"
166823,49,"Driver got late"
166815,56,"Damaged/short expiry"
166814,57," No Service Area Other"
166812,57," No Service Area Other"
166811,57," no service area Other"
166808,55,"SKU's NA"
166800,55,"SKU's NA"
166798,55,"SKU's NA"
166796,57," Order Cancel Road Block Other"
166792,53,"Late Delivery"
166791,55,"SKU's NA"
166789,57," Order Cancel Road Block Other"
166784,57," Road Block Issue Other"
166781,57," Due to Area Blockage Other"
166778,57," Due to Area Blockage Other"
166776,57," Due to Area Blockage Other"
166774,57," Due to Area Blockage Other"
166767,55,"SKU's NA"
166766,57," Order Cancel Road Block Other"
166762,57," No Service Area Other"
166753,57," Late Delivery  order cancel Other"
166753,49,"Driver got late"
166750,57," No Service Area Other"
166743,57," Due to Area Blockage Other"
166738,57," incomplete order Other"
166734,49,"Driver got late"
166734,63," Shop Close Other"
166733,49,"Driver got late"
166733,63," Shop Close Other"
166732,57," no service area Other"
166724,57," Road Block Issue Other"
166723,55,"SKU's NA"
166720,57," Due to Area Blockage Other"
166718,57," Due to Area Blockage Other"
166707,57," No Service Area Other"
166704,55,"SKU's NA"
166703,57," Late Delivery  order cancel Other"
166702,63," shop close Other"
166691,57," Road Block Other"
166682,57," No Service Area Other"
166679,55,"SKU's NA"
166675,63," shop close Other"
166673,55,"SKU's NA"
166671,55,"SKU's NA"
166663,57," Due to Area Blockage Other"
166660,57," late delivery Other"
166660,49,"Driver got late"
166658,57," No Service Area Other"
166654,57," Road Block Issue Other"
166645,57," No Service Area Other"
166643,63," shop close Other"
166639,57," Road Block Other"
166635,49,"Driver got late"
166635,57," incomplete order Other"
166630,57," Road Block Issue Other"
166626,57," Order Cancel Road Block Other"
166624,63," Shop Close Other"
166623,57," incomplete order Other"
166622,57," no service area Other"
166620,55,"SKU's NA"
166619,57," incomplete order Other"
166618,57," Order Cancel Road Block Other"
166616,55,"SKU's NA"
166614,63," Customer does not have cash Other"
166612,63," Customer does not have cash Other"
166611,55,"SKU's NA"
166608,55,"SKU's NA"
166596,57," Road Block Issue Other"
166582,57," Road Block Issue Other"
166579,63," Cash Issue Other"
166578,57," Order Cancel Road Block Other"
166577,55,"SKU's NA"
166563,57," Order Cancel Road Block Other"
166560,55,"SKU's NA"
166553,55,"SKU's NA"
166552,57," Order Cancel Road Block Other"
166551,55,"SKU's NA"
166549,57," Road Block Issue Other"
166548,57," Order Cancel Road Block Other"
166546,55,"SKU's NA"
166545,63," Shop CLose Other"
166541,57," Order Cancel Road Block Other"
166539,63," Customer does not have cash Other"
166536,55,"SKU's NA"
166523,55,"SKU's NA"
166506,55,"SKU's NA"
166503,57," Road Block Issue Other"
166502,63," Shop Close Other"
166499,55,"SKU's NA"
166497,57," Road Block Issue Other"
166480,55,"SKU's NA"
166476,55,"SKU's NA"
166473,57," Road Block Issue Other"
166468,63," Shop close Other"
166463,57," Road Block Issue Other"
166462,63," Shop Close Other"
166459,57," Road Block Issue Other"
166445,63," shop close Other"
166440,57," no service area Other"
166435,59,"Shop Closed And Customer Not Responding"
166434,57," Road Block Other"
166429,55,"SKU's NA"
166426,57," Road Block Other"
166424,57," Due to Area Blockage Other"
166420,57," Road Block Issue Other"
166409,53,"Late Delivery"
166408,55,"SKU's NA"
166404,57," Order Cancel Road Block Other"
166401,63," Cash Issue Other"
166389,57," Road Block Other"
166386,57," Road Block Issue Other"
166383,57," Road Block Other"
166379,63," cash issue Other"
166377,57," no service area Other"
166374,57," No Service Area Other"
166369,49,"Driver got late"
166369,57," no service area Other"
166367,57," No Service Area Other"
166364,59,"Shop Closed And Customer Not Responding"
166339,53,"Late Delivery"
166333,63," Customer placed the order by mistake Other"
166319,57," No Service Area Other"
166318,53,"Late Delivery"
166313,53,"Late Delivery"
166301,63," Cash Issue Other"
166301,63," Cash Issue Other"
166291,63," Payment issue Other"
166284,53,"Late Delivery"
166282,53,"Late Delivery"
166280,57," No Service Area Other"
166267,57," No Service Area Other"
166259,63," Shop CLose Other"
166257,57," No Go Area Other"
166227,63," Shop Close Other"
166216,63," payment issue Other"
166215,53,"Late Delivery"
166214,53,"Late Delivery"
166211,59,"Shop Closed And Customer Not Responding"
166209,53,"Late Delivery"
166188,52," mobile issue Other"
166188,63," Shop close Other"
166185,57," No Service Area Other"
166168,53,"Late Delivery"
166167,63," Shop Close Other"
166164,63," Shop Close Other"
166155,63," Shop Close Other"
166151,57," no service area Other"
166144,53,"Late Delivery"
166137,63," Shop Close Other"
166137,63," Shop Close Other"
166123,52," Road Block  Other"
166123,53,"Late Delivery"
166111,55,"SKU's NA"
166104,55,"SKU's NA"
166100,63," Cash Issue Other"
166085,52," Road Block Other"
166085,63," Shop Closed Other"
166083,63," Cash Issue Other"
166076,53,"Late Delivery"
166076,52," Road Block  Other"
166067,57," out of area  khanewal Other"
166067,57," out of area  khanewal Other"
166041,57," No go area Other"
166032,63," No Service Area Other"
166030,52," Road Block  Other"
166030,57," no service area Other"
166024,53,"Late Delivery"
166022,53,"Late Delivery"
166013,52," mobile issue Other"
166013,63," Shop close Other"
166006,63," Shop close Other"
166006,52," mobile issue Other"
165992,53,"Late Delivery"
165984,55,"SKU's NA"
165984,52," Road Block Other"
165979,53,"Late Delivery"
165975,52," mobile issue Other"
165975,63," Shop close Other"
165974,52," Road Block Other"
165974,55,"SKU's NA"
165964,53,"Late Delivery"
165961,57," No Service Area Other"
165957,57," No Service Area Other"
165955,53,"Late Delivery"
165955,53,"Late Delivery"
165934,63," Shop Close Other"
165933,63," Shop Close Other"
165925,53,"Late Delivery"
165925,53,"Late Delivery"
165919,53,"Late Delivery"
165912,57," No Go Area Other"
165912,52," mobile issue Other"
165899,55,"SKU's NA"
165879,53,"Late Delivery"
165869,55,"SKU's NA"
165869,52," mobile issue Other"
165866,55,"SKU's NA"
165866,52," mobile issue Other"
165860,63," Shop Close Other"
165858,57," location issue Other"
165854,53,"Late Delivery"
165850,63," Cash Issue Other"
165845,53,"Late Delivery"
165838,52," Road Block  Other"
165838,55,"SKU's NA"
165835,63," shop closed Other"
165832,52," Retailers location is incorrect Other"
165832,57," No Go Area Other"
165830,53,"Late Delivery"
165829,63," Cash Issue Other"
165821,53,"Late Delivery"
165816,52," incomplete Other"
165816,55,"SKU's NA"
165809,52," mobile issue Other"
165809,63," shop close Other"
165809,63," shop close Other"
165797,52," Wrong Location Other"
165797,55,"SKU's NA"
165792,52," mobile issue Other"
165792,57," No Go Area Other"
165789,53,"Late Delivery"
165786,52," Road Block  Other"
165786,57," Shop Close Other"
165782,57," no service area Other"
165782,52," Wrong Location Other"
165769,59,"Shop Closed And Customer Not Responding"
165766,53,"Late Delivery"
165751,59,"Shop Closed And Customer Not Responding"
165751,52," Wrong Location Other"
165741,52," Wrong Location Other"
165741,59,"Shop Closed And Customer Not Responding"
165737,57," No go area Other"
165725,52,"  Other"
165725,63," Shop CLose Other"
165719,55,"SKU's NA"
165719,52," Road Block Other"
165718,61,"Customer Claims That He Hasn't Placed The Order"
165711,53,"Late Delivery"
165709,63," call not answering  Other"
165705,53,"Late Delivery"
165698,63," Cash Issue Other"
165695,55,"SKU's NA"
165695,52," mobile issue Other"
165690,53,"Late Delivery"
165667,52," mobile issue Other"
165667,60,"Customer Has Already Purchased It From Somewhere Else"
165658,55,"SKU's NA"
165657,55,"SKU's NA"
165657,55,"SKU's NA"
165654,55,"SKU's NA"
165654,52," Road Block Other"
165652,52," Road Block Other"
165652,63," Shop Closed Other"
165635,63," computerized bill Other"
165633,63," Shop closed and customer not responding Other"
165631,63," Shop closed and customer not responding Other"
165630,63," Shop Close Other"
165623,52," Road Block Other"
165623,57," No Go Area Other"
165620,57," No go area Other"
165617,57," No Go Area Other"
165610,57," Area issue Other"
165608,53,"Late Delivery"
165606,57," order was incomplete Other"
165605,53,"Late Delivery"
165603,57," no service area Other"
165603,52," Road Block  Other"
165597,63," Cash issue Other"
165589,53,"Late Delivery"
165586,57," No Service Area Other"
165577,55,"SKU's NA"
165546,53,"Late Delivery"
165533,53,"Late Delivery"
165523,57," No Go Area Other"
165523,57," No Go Area Other"
165523,52," mobile issue Other"
165514,57," No Service Area Other"
165513,53,"Late Delivery"
165512,55,"SKU's NA"
165501,53,"Late Delivery"
165500,56,"Damaged/short expiry"
165498,63," Cash Issue Other"
