order_id,cancellation_reason_id,cancellation_reason
175705,63," Cash Issue Other"
175704,57," no service area Other"
175703,63," Cash Issue Other"
175701,57," No service area Other"
175699,63," Cash Issue Other"
175698,57," No Go Area Other"
175672,57," no Service Area Other"
175662,63," Customer does not have cash Other"
175660,61,"Customer Claims That He Hasn't Placed The Order"
175652,57," No Go Area Other"
175649,63," Shop Close Other"
175649,63," Shop Close Other"
175647,57," No Service Area Other"
175645,61,"Customer Claims That He Hasn't Placed The Order"
175628,63," Cash Issue Other"
175618,52," Wrong location Other"
175618,63," Shop Close Other"
175617,49,"Driver got late"
175617,52," Location Issue Other"
175617,63," Wrong Location Other"
175614,60,"Customer Has Already Purchased It From Somewhere Else"
175610,60,"Customer Has Already Purchased It From Somewhere Else"
175599,63," Shop Close Other"
175595,52," Worng location Other"
175595,63," Payment issue Other"
175595,52," Worng location Other"
175584,57," No service Area Other"
175569,57," No service Area Other"
175563,63," Shop Close Other"
175544,63," shop Close Other"
175538,59,"Shop Closed And Customer Not Responding"
175535,57," No service Area Other"
175531,63," Cash issue Other"
175527,63," Shop Close Other"
175517,63," Cash Issue Other"
175510,57," no service area Other"
175502,57," order cancel order not deliver Other"
175451,63," Shop Close Other"
175449,57," no service area Other"
175441,57," Order cancel due to no entrance in cantt Other"
175428,57," Location Issue Other"
175427,63," Cash issue Other"
175423,57," No service area Other"
175413,57," no service area Other"
175412,57," order cancel shop close Other"
175399,63," cash issue Other"
175373,63," Cash Issue Other"
175365,55,"SKU's NA"
175357,63," Shop Close Other"
175355,57," no service area Other"
175345,63," Quality issue Other"
175343,63," Cash ISsue Other"
175342,63," Shop Close Other"
175337,63," shop closed Other"
175310,63," Shop Close Other"
175307,57," no service area Other"
175302,57," No service area Other"
175287,63," Cash ISsue Other"
175272,57," Order Cancel due to not enter in cantt Other"
175271,52," Wrong Location Other"
175271,63," cash issue Other"
175258,59,"Shop Closed And Customer Not Responding"
175252,57," no seervice area Other"
175251,57," no service area Other"
175241,57," Customer not responding Other"
175232,63," shop closed Other"
175230,63," Shop Close Other"
175224,57," No Service Area Other"
175222,63," order cancel payment issue Other"
175220,59,"Shop Closed And Customer Not Responding"
175214,63," Shop Close Other"
175210,63," Shop Close Other"
175208,63," Shop Close Other"
175201,55,"SKU's NA"
175195,59,"Shop Closed And Customer Not Responding"
175193,57," no Service area Other"
175189,63," Payment issue Other"
175189,49,"Driver got late"
175188,57," No Go Area Other"
175183,59,"Shop Closed And Customer Not Responding"
175182,57," No service area Other"
175151,57," no service area Other"
175144,63," Short Expiry Other"
175144,63," Short Expiry Other"
175144,63," Short Expiry Other"
175144,63," Short Expiry Other"
175144,63," Short Expiry Other"
175143,59,"Shop Closed And Customer Not Responding"
175142,63," order cancel payment issue Other"
175129,59,"Shop Closed And Customer Not Responding"
175118,57," order cancel location issue Other"
175111,63," order cancel payment issue Other"
175108,59,"Shop Closed And Customer Not Responding"
175107,63," Cash Issue Other"
175091,63," Cash issue Other"
175087,63," shop closed Other"
175087,49,"Driver got late"
175055,63," Order Cancel Cash issue Other"
175037,63," Cash Issue Other"
175029,63," Shop CLose Other"
175027,57," no service area Other"
175018,63," Shop CLose Other"
175016,59,"Shop Closed And Customer Not Responding"
175013,63," order cancel quality issue Other"
174994,57," No service area Other"
174936,63," Shop Close Other"
174936,49,"Driver got late"
174926,63," Order Cancel Payment issue Other"
174922,52," Wrong location Other"
174922,57," Wrong location Other"
174922,52," Location Issue Other"
174911,63," Payment issue Other"
174911,63," Payment issue Other"
174906,63," Shop Close Other"
174905,63," he is placing new order Other"
174904,63," cash issue Other"
174893,63," Shop Close Other"
174888,63," order cancel payment issue Other"
174885,63," Order Cancel Rate issue of Jam e Shirin Other"
174882,55,"SKU's NA"
174881,57," No Go Area Other"
174880,57," No Go Area Other"
174878,63," Shop Close Other"
174874,63," Cash Issue Other"
174860,63," Cash Issue Other"
174858,63," location issue Other"
174850,63," order cancel payment issue Other"
174849,55,"SKU's NA"
174820,57," no Service area Other"
174810,63," Cash Issue Other"
174794,63," Shop Close Other"
174791,63," Shop Close Other"
174790,57," no service area Other"
174785,52," Snatching Other"
174785,63," Cash Issue Other"
174778,63," order cancel shop close customer out of city Other"
174769,57," order cancel location issue Other"
174768,57," No Service Area Other"
174764,63," Cash Issue Other"
174764,52," Snatching Other"
174757,63," Cash Issue Other"
174753,57," Wrong Sku Delivered Other"
174735,49,"Driver got late"
174735,63," Shop Close Other"
174713,63," Cash Issue Other"
174705,63," Shop Close Other"
174705,49,"Driver got late"
174704,63," Shop Close Other"
174700,63," Cash Issue Other"
174684,63," Cash issue Other"
174680,57," No service area Other"
174662,63," order cancel due already deliver Other"
174660,63," Cash Issue Other"
174660,49,"Driver got late"
174646,57," no service area Other"
174634,60,"Customer Has Already Purchased It From Somewhere Else"
174629,57," no Service area Other"
174627,57," order cancel shop close Other"
174621,63," Cash issue Other"
174618,57," no service area Other"
174614,63," Shop CLose Other"
174584,57," No Service area Other"
174583,59,"Shop Closed And Customer Not Responding"
174578,63," order cancel payment issue Other"
174561,57," order cancel location issue Other"
174544,57," order cancel shop close not attend call Other"
174543,57," no service area Other"
174539,57," no service area Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174537,57," Short expiry Other"
174536,57," No Go Area Other"
174509,57," no service area Other"
174507,59,"Shop Closed And Customer Not Responding"
174488,63," Shop Close Other"
174484,63," Shop Close Other"
174476,63," Shop Close Other"
174467,63," Shop CLose Other"
174466,57," no service area Other"
174464,57," No service Area Other"
174448,57," no service area Other"
174441,55,"SKU's NA"
174439,63," order cancel payment issue Other"
174414,63," Shop Close Other"
174413,57," No Service Area Other"
174412,63," Cash issue Other"
174408,63," wrong sku  Other"
174407,59,"Shop Closed And Customer Not Responding"
174391,57," Location Issue Other"
174389,63," Shop Close Other"
174389,63," Shop Close Other"
174380,57," no Service area Other"
174371,63," cash issue Other"
174359,59,"Shop Closed And Customer Not Responding"
174348,57," No service area Other"
174347,57," no service area Other"
174343,63," Shop Close Other"
174336,63," order cancel payment issue Other"
174331,55,"SKU's NA"
174316,59,"Shop Closed And Customer Not Responding"
174307,55,"SKU's NA"
174306,57," Out Of Area Other"
174306,57," Out Of Area Other"
174299,63," Payment issue Other"
174290,57," Location Issue Other"
174273,63," payment issue Other"
174263,63," Shop Closed Other"
174262,55,"SKU's NA"
174244,63," Cash Issue Other"
174227,57," Out Of Area Other"
174212,55,"SKU's NA"
174160,53,"Late Delivery"
174143,55,"SKU's NA"
174136,55,"SKU's NA"
174135,57," out of area Other"
174123,63," Shop Close Other"
174113,63," Shop Close Other"
174097,63," Shop Close Other"
174093,63," Shop Close Other"
174093,52," Wrong location Other"
174086,63," Shop Close Other"
174077,63," shop close Other"
174065,63," Cash Issue Other"
174062,63," shop closed Other"
174062,63," shop closed Other"
174049,63," payment issue Other"
174038,63," Cash Issue Other"
174032,63," Shop Close Other"
174031,63," Shop Close Other"
174029,63," Shop Close Other"
174001,63," Cash Issue Other"
173998,59,"Shop Closed And Customer Not Responding"
173995,63," Cash Issue Other"
173992,63," Shop Closed Other"
173981,57," Location Issue Other"
173981,57," Location Issue Other"
173976,63," location issue Other"
173976,57," Wrong Location Other"
173965,55,"SKU's NA"
173965,55,"SKU's NA"
173962,55,"SKU's NA"
173960,63," Shop Close Other"
173947,63," Shop Close Other"
173933,63," Shop Close Other"
173929,63," Cash issue Other"
173927,63," Cash issue Other"
173925,63," Cash issue Other"
173923,63," Shop CLose Other"
173896,52," Wrong location Other"
173896,52," Wrong location Other"
173881,55,"SKU's NA"
173878,55,"SKU's NA"
173848,63," Shop CLose Other"
173840,53,"Late Delivery"
173827,63," Shop Closed Other"
173822,63," Shop Closed Other"
173817,63," Shop Close Other"
173815,59,"Shop Closed And Customer Not Responding"
173815,59,"Shop Closed And Customer Not Responding"
173775,63," Shop Close Other"
173759,63," Cash Issue Other"
173749,63," Payment issue Other"
173743,54,"Vehicle broke down"
173739,63," Shop Closed Other"
173733,55,"SKU's NA"
173731,63," Cash Issue Other"
173727,60,"Customer Has Already Purchased It From Somewhere Else"
173726,63," payment issue Other"
173714,59,"Shop Closed And Customer Not Responding"
173695,63," shop close Other"
173690,59,"Shop Closed And Customer Not Responding"
173689,63," Cash issue Other"
173687,63," Shop Closed Other"
173664,57," test order punch by tech team dastgyr Other"
173663,63," Shop close Other"
173656,63," shop close Other"
173650,63," Cash Issue Other"
173640,55,"SKU's NA"
173636,63," Cash issue Other"
173634,63," Shop Close Other"
173625,63," Shop Closed Other"
173621,63," Shop Close Other"
173620,63," Shop CLose Other"
173619,57," Out Of Area Other"
173612,55,"SKU's NA"
173611,57," no service area Other"
173611,46,"Shop Closed"
173597,57," Late Delivery  Other"
173597,52," Wrong location Other"
173576,57," No Service Area Other"
173567,61,"Customer Claims That He Hasn't Placed The Order"
173561,55,"SKU's NA"
173560,63," Shop Close Other"
173543,63," Shop Close Other"
173541,57," Out Of Area Other"
173521,59,"Shop Closed And Customer Not Responding"
173519,57," Incomplete order Other"
173519,57," Incomplete order Other"
173518,57," Customer not responding Other"
173518,57," Customer not responding Other"
173514,63," Shop Close Other"
173512,63," Shop Closed Other"
173510,57," Road Block Other"
173503,57," Road Block Other"
173498,57," Road Block Other"
173496,63," Shop Close Other"
173496,49,"Driver got late"
173495,57," no service area Other"
173490,55,"SKU's NA"
173487,57," Road Block Other"
173483,57," Road Block Other"
173471,57," Road Block Other"
173469,57," Roads Blockage Other"
173467,55,"SKU's NA"
173459,57," No Go Area Other"
173456,57," Roads Blockage Other"
173455,57," No Go Area Other"
173454,57," Roads Blockage Other"
173452,57," order cancel location issue Other"
173450,57," No Go Area Other"
173448,57," Roads Blockage Other"
173445,57," Road Block Other"
173439,57," no service area Other"
173436,57," Road Block Other"
173435,55,"SKU's NA"
173430,57," no service area Other"
173423,63," Cash issue Other"
173419,57," Road Block Other"
173417,57," no service area Other"
173405,57," Road Block Other"
173400,57," Road Block Other"
173399,63," cash issue Other"
173399,52," Wrong location Other"
173399,52," Location Issue Other"
173399,52," Retailers location is incorrect Other"
173399,52," Location Issue Other"
173389,57," no service area Other"
173385,57," Road Block Other"
173383,57," no service area Other"
173382,57," Road Block Other"
173378,57," order cancel road block Other"
173376,57," order cancel road block issue Other"
173375,57," order cancel shop clos no ans Other"
173372,57," Roads Blockage Other"
173371,57," order cancel road block Other"
173366,57," Road Block Other"
173365,57," Roads Blockage Other"
173365,57," Roads Blockage Other"
173362,57," order cancel road block Other"
173361,57," Road Block Other"
173360,57," Road Block Other"
173359,57," Roads Blockage Other"
173355,57," Roads Blockage Other"
173344,57," Road Block Other"
173341,57," Road Block Other"
173339,57," order cancel road block Other"
173335,57," Roads Blockage Other"
173328,57," Roads Blockage Other"
173325,57," Road Block Other"
173320,57," Road Block Other"
173308,57," Roads Blockage Other"
173304,57," Roads Blockage Other"
173298,55,"SKU's NA"
173294,57," Road Block Other"
173289,57," Roads Blockage Other"
173287,57," Road Block Other"
173285,57," no service area Other"
173280,57," Road Block Other"
173279,57," Road Block Other"
173275,57," Road Block Other"
173271,63," order cancel payment issue Other"
173267,57," Road Block Other"
173262,57," order cancel shop close Other"
173253,57," Roads Blockage Other"
173249,57," no service area Other"
173247,63," Shop Close Other"
173246,57," no service area Other"
173240,57," Road Block Other"
173234,57," Roads Blockage Other"
173233,57," Road Block Other"
173230,57," no service area Other"
173229,59,"Shop Closed And Customer Not Responding"
173229,49,"Driver got late"
173224,57," Roads Blockage Other"
173223,57," Roads Blockage Other"
173217,63," cash issue Other"
173215,57," Road Block Other"
173213,57," Roads Blockage Other"
173211,57," Roads Blockage Other"
173210,57," Roads Blockage Other"
173207,63," Shop Close Other"
173207,49,"Driver got late"
173206,57," Roads Blockage Other"
173201,57," Roads Blockage Other"
173198,57," Roads Blockage Other"
173197,63," Order Cancel due to payment issue Other"
173195,63," Order Cancel due to payment issue Other"
173189,57," Roads Blockage Other"
173186,57," Road Block Other"
173185,57," Roads Blockage Other"
173183,63," Shop CLose Other"
173179,57," Roads Blockage Other"
173174,63," Roads Blockage Other"
173161,57," no service area Other"
173161,49,"Driver got late"
173158,63," Shop Close Other"
173153,57," order cancel location issue Other"
173148,57," Roads Blockage Other"
173148,57," Roads Blockage Other"
173145,57," order cancel location issue Other"
173142,57," Roads Blockage Other"
173136,57," Road Block Other"
173128,57," no service area Other"
173109,57," order cancel road block Other"
173108,57," no service area Other"
173107,57," Road Block Other"
173105,49,"Driver got late"
173105,49,"Driver got late"
173105,63," Shop Close Other"
173103,57," order cancel location issue Other"
173102,57," order cancel location issue Other"
173086,57," Roads Blockage Other"
173085,57," Roads Blockage Other"
173084,57," order cancel location issue Other"
173083,57," Road Block Other"
173079,63," Shop Close Other"
173073,57," Road Block Other"
173072,57," Road Block Other"
173063,57," Roads Blockage Other"
173060,57," no service area Other"
173051,57," Road Block Other"
173035,57," No Go Area Other"
173034,57," order cancel road block Other"
173029,57," order cancel road block Other"
173028,57," Area Issue Other"
173026,49,"Driver got late"
173026,59,"Shop Closed And Customer Not Responding"
173025,57," Roads Blockage Other"
173022,49,"Driver got late"
173022,60,"Customer Has Already Purchased It From Somewhere Else"
173017,57," Roads Blockage Other"
173016,57," order cancel shop close Other"
173013,57," order cancel road block Other"
173012,57," order cancel road block Other"
173007,57," order cancel road block Other"
173006,57," order cancel road block Other"
173002,57," order cancel location issue Other"
172997,57," Roads Blockage Other"
172993,57," Roads Blockage Other"
172992,57," order cancel shop close Other"
172991,57," Roads Blockage Other"
172986,57," Roads Blockage Other"
172980,63," Shop close Other"
172976,57," order cancel road block Other"
172975,57," Road Block Other"
172960,57," Roads Blockage Other"
172956,57," Road Block Other"
172952,49,"Driver got late"
172952,57," No Service Area Other"
172951,57," Road Block Other"
172949,59,"Shop Closed And Customer Not Responding"
172949,49,"Driver got late"
172935,57," no service area Other"
172934,57," order cancel road block Other"
172933,57," order cancel road block issue Other"
172932,63," Shop Close Other"
172932,49,"Driver got late"
172928,57," no service area Other"
172926,57," Road Block Other"
172925,57," Road Block Other"
172923,57," Road Block Other"
172922,57," Roads Blockage Other"
172918,57," Roads Blockage Other"
172912,57," Roads Blockage Other"
172908,57," no Service area Other"
172908,57," no Service area Other"
172908,57," no Service area Other"
172908,52," Wrong location Other"
172908,57," no Service area Other"
172908,57," no Service area Other"
172906,57," no service area Other"
172904,57," no service area Other"
172899,55,"SKU's NA"
172894,63," Shop Close Other"
172881,63," order cancel payment issue Other"
172881,63," order cancel payment issue Other"
172881,63," order cancel payment issue Other"
172877,57," Road Block Other"
172875,57," Road Block Other"
172873,59,"Shop Closed And Customer Not Responding"
172870,57," Roads Blockage Other"
172863,57," Roads Blockage Other"
172862,57," Road Block Other"
172860,63," order cancel payment issue Other"
172852,57," Road Block Other"
172850,57," No Service Area Other"
172850,49,"Driver got late"
172847,57," order cacnel road block Other"
172846,57," Roads Blockage Other"
172842,57," Road Block Other"
172822,63," Shop close Other"
172817,57," Road Block Other"
172816,57," Road Block Other"
172815,57," order cancel road block Other"
172814,57," Roads Blockage Other"
172813,57," Wrong sku deliverd Other"
172811,63," cash issue Other"
172810,57," Road Block Other"
172805,57," Roads Blockage Other"
172793,57," Road Block Other"
172792,57," Roads Blockage Other"
172791,57," no service area Other"
172790,63," Order Cancel due to payment issue Other"
172786,57," Road Block Other"
172780,57," Roads Blockage Other"
172764,57," no service area Other"
172762,57," Roads Blockage Other"
172754,57," Road Block Other"
172752,57," Roads Blockage Other"
172748,57," Roads Blockage Other"
172739,57," no service area Other"
172735,53,"Late Delivery"
172731,63," Shop close Other"
172707,57," order cancel shop close number off Other"
172700,57," No Service Area Other"
172684,57," no service area Other"
172683,63," order cnacel payment issue Other"
172682,63," cash issue Other"
172681,63," order cnacel payment issue Other"
172666,53,"Late Delivery"
172657,53,"Late Delivery"
172648,55,"SKU's NA"
172622,57," no service area Other"
172621,57," order cancel location not attend call Other"
172620,57," order cancel location not attend call Other"
172618,57," order cancel location not attend call Other"
172569,63," order cancel payment issue Other"
172542,57," incomplete order Other"
172533,63," order cancel payment issue Other"
172528,63," order cancel payment issue Other"
172516,57," order cancel location issue Other"
172511,57," order cancel location issue Other"
172488,57," no service area Other"
172480,57," order cancel shop close Other"
172479,53,"Late Delivery"
172477,57," order cancel location issue Other"
172471,63," order Cancel payment issue Other"
172469,57," No Service Area Other"
172466,63," shop close Other"
172448,57," no service area Other"
172444,57," No Service Area Other"
172437,55,"SKU's NA"
172436,55,"SKU's NA"
172428,57," order cancel road block Other"
172424,63," order Cancel Payment issue Other"
172417,55,"SKU's NA"
172412,53,"Late Delivery"
172399,63," Shop Closed Other"
172390,57," order cancel location issue Other"
172388,63," Shop Closed Other"
172386,59,"Shop Closed And Customer Not Responding"
172385,53,"Late Delivery"
172384,60,"Customer Has Already Purchased It From Somewhere Else"
172363,55,"SKU's NA"
172351,55,"SKU's NA"
172343,63," Shop closed and customer not responding Other"
172343,49,"Driver got late"
172342,49,"Driver got late"
172342,63," Shop closed and customer not responding Other"
172337,63," cash issue Other"
172315,57," order cancel road block Other"
172310,57," order cancel location issue Other"
172302,53,"Late Delivery"
172270,57," order cancel location issue Other"
172258,55,"SKU's NA"
172249,55,"SKU's NA"
172247,57," Order Cancel shop close Other"
172244,54,"Vehicle broke down"
172242,57," order cancel road block Other"
172210,57," order cancel road block Other"
172206,57," no service area Other"
172200,57," No Service Area Other"
172190,63," Customer does not have cash Other"
172150,63," Order Cancel Payment issue Other"
172145,55,"SKU's NA"
172145,55,"SKU's NA"
172145,55,"SKU's NA"
172145,55,"SKU's NA"
172145,55,"SKU's NA"
172140,63," order cancel location issue Other"
172133,55,"SKU's NA"
172132,57," no service area Other"
172124,60,"Customer Has Already Purchased It From Somewhere Else"
172122,57," no service area Other"
172104,53,"Late Delivery"
172102,57," no service area Other"
172087,55,"SKU's NA"
172071,57," no service area Other"
172071,57," no service area Other"
172068,55,"SKU's NA"
172061,60,"Customer Has Already Purchased It From Somewhere Else"
172042,55,"SKU's NA"
172022,53,"Late Delivery"
172015,53,"Late Delivery"
172013,57," No service Other"
172004,53,"Late Delivery"
171990,53,"Late Delivery"
171977,55,"SKU's NA"
171969,57," no service area Other"
171954,57," no service area Other"
171952,53,"Late Delivery"
171950,57," no service area Other"
171945,55,"SKU's NA"
171935,57," No Service Area Other"
171935,57," No Service Area Other"
171931,57," order cancel shop close Other"
171916,63," order cancel payment issue Other"
171912,57," no service area Other"
171911,63," Shop Close Other"
171911,49,"Driver got late"
171905,57," no service area Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171900,63," Shop close Other"
171898,57," No Service Area Other"
171881,53,"Late Delivery"
171868,55,"SKU's NA"
171859,57," no service area Other"
171851,53,"Late Delivery"
171850,57," order cancel location issue Other"
171842,53,"Late Delivery"
171838,57," order cacnel location issue Other"
171830,55,"SKU's NA"
171829,55,"SKU's NA"
171816,57," order cancel location issue Other"
171812,57," order cancel road Block Other"
171811,55,"SKU's NA"
171807,61,"Customer Claims That He Hasn't Placed The Order"
171805,63," Shop Close Other"
171804,58,"Customer Does Not Have Cash"
171803,57," Order Cancel road Block Issue Other"
171802,57," Network issue Other"
171799,57," Network issue Other"
171798,57," order  cancel road block Other"
171795,53,"Late Delivery"
171788,57," Network issue Other"
171786,57," Network issue Other"
171786,57," Network issue Other"
171781,53,"Late Delivery"
171778,57," Network issue Other"
171776,60,"Customer Has Already Purchased It From Somewhere Else"
171774,57," Network issue Other"
171768,57," Order Cancel road Block Issue Other"
171762,55,"SKU's NA"
171754,60,"Customer Has Already Purchased It From Somewhere Else"
171752,53,"Late Delivery"
171750,57," order cancel road Block Other"
171749,63," order cancel payment issue Other"
171747,57," Network issue Other"
171745,57," order cancel road Block Other"
171738,57," Network issue Other"
171729,57," Network issue Other"
171728,57," Network issue Other"
171728,57," Network issue Other"
171727,57," order cancel road Block Other"
171725,63," order cancel shop close on friday Other"
171723,53,"Late Delivery"
171722,57," Network issue Other"
171721,57," Network issue Other"
171719,53,"Late Delivery"
171717,57," order cancel location issue Other"
171715,55,"SKU's NA"
171711,63," order cancel shop close on friday Other"
171706,57," order cancel road Block Other"
171704,57," Network issue Other"
171699,57," Network issue Other"
171696,63," order cancel payment issue Other"
171695,57," Network issue Other"
171695,57," Network issue Other"
171690,57," Network issue Other"
171687,57," Network issue Other"
171677,63," order cancel payment issue Other"
171671,57," gali ma gari nhi jati Other"
171669,57," Network issue Other"
171664,57," Network issue Other"
171663,53,"Late Delivery"
171661,57," order cancel location issue Other"
171660,57," Network issue Other"
171653,57," Order Cancel road Block Issue Other"
171645,63," order cancel payment issue Other"
171640,57," Network issue Other"
171639,55,"SKU's NA"
171629,57," Network issue Other"
171628,53,"Late Delivery"
171613,57," Network issue Other"
171612,57," Network issue Other"
171609,63," order cancel payment issue Other"
171607,57," Network issue Other"
171600,57," Network issue Other"
171598,63," order cancel payment issue Other"
171597,57," Network issue Other"
171589,57," Network issue Other"
171589,57," Network issue Other"
171583,63," Shop Close Other"
171580,57," Order Cancel due to road block Other"
171578,57," Order Cancel due to road block Other"
171566,57," Network issue Other"
171566,57," Network issue Other"
171564,63," location issue Other"
171563,63," Shop Close Other"
171563,63," Shop Close Other"
171561,57," order cancel road Block Other"
171557,63," Shop Close Other"
171557,63," Shop Close Other"
171554,57," Network issue Other"
171553,57," Network issue Other"
171552,53,"Late Delivery"
171550,63," Shop Close Other"
171550,63," Shop Close Other"
171547,63," Shop Close Other"
171546,57," Network issue Other"
171535,57," Network issue Other"
171532,57," Network issue Other"
171531,53,"Late Delivery"
171526,57," Network issue Other"
171524,57," order  cancel road block Other"
171523,57," Network issue Other"
171519,55,"SKU's NA"
171518,63," Shop Close Other"
171514,53,"Late Delivery"
171510,57," order cancel road Block Other"
171509,57," no service area Other"
171508,57," order cancel road Block Other"
171506,57," Network issue Other"
171500,55,"SKU's NA"
171499,55,"SKU's NA"
171488,57," no service area Other"
171482,57," Network issue Other"
171478,53,"Late Delivery"
171476,57," order cancel road Block Other"
171469,53,"Late Delivery"
171459,53,"Late Delivery"
171457,53,"Late Delivery"
171456,57," Network issue Other"
171455,57," order cancel road Block Other"
171450,53,"Late Delivery"
171447,63," shop closed Other"
171445,53,"Late Delivery"
171444,63," Shop Close Other"
171443,57," Network issue Other"
171441,63," Cash issue Other"
171440,63," Shop Close Other"
171439,57," Network issue Other"
171433,63," shop closed Other"
171429,53,"Late Delivery"
171426,57," order cancel road Block Other"
171425,53,"Late Delivery"
171423,57," Network issue Other"
171421,57," order cancel road Block Other"
171412,63," location issue Other"
171406,57," Order Cancel due to road block Other"
171397,63," shop closed Other"
171396,53,"Late Delivery"
171395,61,"Customer Claims That He Hasn't Placed The Order"
171395,52," Network Issue Other"
171393,57," order cancel road Block Other"
171391,57," order cancel road Block Other"
171390,63," Shop Close Other"
171389,57," no service area Other"
171388,63," order cancel payment issue Other"
171387,57," Network issue Other"
171380,57," no service area Other"
171378,57," Network issue Other"
171371,57," Network issue Other"
171361,57," Network issue Other"
171356,57," Network issue Other"
171355,57," Network issue Other"
171353,57," Network issue Other"
171352,63," Shop Close Other"
171348,57," Network issue Other"
171345,53,"Late Delivery"
171343,57," Network issue Other"
171336,57," order cancel location issue  Other"
171333,57," Network issue Other"
171329,53,"Late Delivery"
171324,63," Payment issue Other"
171322,57," Network issue Other"
171322,57," Network issue Other"
171313,57," no service area Other"
171312,57," Network issue Other"
171308,57," order cancel road block issue Other"
171303,57," Network issue Other"
171299,55,"SKU's NA"
171279,57," Network issue Other"
171273,57," order cancel road Block Other"
171265,57," order cancel location issue Other"
171260,57," Network issue Other"
171258,53,"Late Delivery"
171253,63," order cancel shop close Other"
171252,57," Order Cancel road Block Issue Other"
171246,57," Network issue Other"
171241,57," Order Cancel road Block Issue Other"
171239,53,"Late Delivery"
171235,57," Cash Issue Other"
171234,63," Shop Close Other"
171234,63," Shop Close Other"
171229,57," order cancel road Block Other"
171228,63," order cancel payment issue Other"
171226,57," order cancel location issue Other"
171216,57," Network issue Other"
171212,57," Order Cancel road Block Issue Other"
171211,57," Network issue Other"
171210,57," no service area Other"
171210,52," Location Issue Other"
171209,55,"SKU's NA"
171203,53,"Late Delivery"
171201,63," Shop Close Other"
171196,57," Network issue Other"
171194,53,"Late Delivery"
171190,52," Network Issue Other"
171190,59,"Shop Closed And Customer Not Responding"
171189,53,"Late Delivery"
171186,53,"Late Delivery"
171181,57," Network issue Other"
171179,53,"Late Delivery"
171178,57," Network issue Other"
171178,57," Network issue Other"
171177,52," Location Issue Other"
171177,57," no service area Other"
171172,59,"Shop Closed And Customer Not Responding"
171170,53,"Late Delivery"
171166,53,"Late Delivery"
171165,57," Network issue Other"
171155,57," Network issue Other"
171149,63," Shop Close Other"
171143,57," order cancel location issue Other"
171142,57," order cancel road Block Other"
171140,53,"Late Delivery"
171132,63," Shop Close Other"
171130,57," Network issue Other"
171129,59,"Shop Closed And Customer Not Responding"
171123,57," Network issue Other"
171118,59,"Shop Closed And Customer Not Responding"
171114,57," Network issue Other"
171107,57," Network issue Other"
171072,61,"Customer Claims That He Hasn't Placed The Order"
171067,57," Network issue Other"
171063,63," location issue Other"
171060,57," Network issue Other"
171056,57," order cancel road Block Other"
171047,57," Network issue Other"
171042,53,"Late Delivery"
171039,57," Network issue Other"
171037,53,"Late Delivery"
171034,53,"Late Delivery"
171031,57," Network issue Other"
171028,52," Location Issue Other"
171028,57," late delivery Other"
171026,53,"Late Delivery"
171023,55,"SKU's NA"
171021,55,"SKU's NA"
171019,57," order cancel due to location issue Other"
171018,57," Network issue Other"
171014,55,"SKU's NA"
171013,57," Network issue Other"
171012,57," Order Cancel road Block Issue Other"
171007,57," Network issue Other"
171006,53,"Late Delivery"
171002,57," Network issue Other"
170998,57," Network issue Other"
170995,57," Network issue Other"
170993,57," Network issue Other"
170988,57," Order Cancel road Block Issue Other"
170987,57," Network issue Other"
170978,63," shop closed Other"
170975,63," shop closed Other"
170972,63," Shop close Other"
170966,57," Network issue Other"
170962,52," Wrong Location Other"
170962,63," Cash Issue Other"
170960,57," shop closed Other"
170953,55,"SKU's NA"
170947,57," order cancel location issue Other"
170942,55,"SKU's NA"
170939,57," Network issue Other"
170937,53,"Late Delivery"
170922,57," Network issue Other"
170920,63," Cash Issue Other"
170914,57," Network issue Other"
170914,57," Network issue Other"
170911,57," Order Cancel road Block Issue Other"
170909,57," order cancel road Block Other"
170908,63," Cash Issue Other"
170900,57," Network issue Other"
170900,57," Network issue Other"
170895,57," Network issue Other"
170894,57," Network issue Other"
170888,63," Cash Issue Other"
170882,57," order cancel road Block Other"
170879,57," Network issue Other"
170872,57," order cancel road Block Other"
170867,57," order cancel road Block Other"
170860,55,"SKU's NA"
170858,57," order cancel road Block Other"
170857,55,"SKU's NA"
170857,52," Network Issue Other"
170854,57," Network issue Other"
170849,57," Order Cancel road Block Issue Other"
170845,57," order cancel location issue Other"
170842,57," Network issue Other"
170835,55,"SKU's NA"
170833,63," order cancel shop close Other"
170829,57," Network issue Other"
170829,57," Network issue Other"
170829,57," Network issue Other"
170829,57," Network issue Other"
170828,57," Order Cancel road Block Issue Other"
170827,63," Shop Close Other"
170826,59,"Shop Closed And Customer Not Responding"
170824,57," Network issue Other"
170820,55,"SKU's NA"
170820,55,"SKU's NA"
